GENE	RHO
MAGEA9B///MAGEA9	0.904761904761905
MCM2	0.904761904761905
MIR4746///UBXN6	0.904761904761905
MIR4800///MXD4	0.904761904761905
MSX2	0.904761904761905
NCF4	0.904761904761905
NHLH2	0.904761904761905
NPY6R	0.904761904761905
NRCAM	0.904761904761905
NSUN7	0.904761904761905
OR10H2	0.904761904761905
OXCT2	0.904761904761905
PAOX	0.904761904761905
PCDHB13	0.904761904761905
PLA1A	0.904761904761905
PRDM8	0.904761904761905
PRKCG	0.904761904761905
PTPA	0.904761904761905
RAB3D	0.904761904761905
SEMA6C	0.904761904761905
SLC1A2	0.904761904761905
SLC22A14	0.904761904761905
SLC30A5	0.904761904761905
SMIM2	0.904761904761905
SMR3A	0.904761904761905
SPATA31A5///SPATA31A3///SPATA31A1///SPATA31A6///SPATA31A7	0.904761904761905
STRN4	0.904761904761905
SYCP2	0.904761904761905
SYT5	0.904761904761905
T	0.904761904761905
TLN2	0.904761904761905
TOMM40	0.904761904761905
TRPM3	0.904761904761905
TTN	0.904761904761905
UBBP1	0.904761904761905
ZNF749	0.904761904761905
ZNF862	0.904761904761905
ABCB6	0.880952380952381
ADM2	0.880952380952381
AKAP5	0.880952380952381
ANKRD7	0.880952380952381
ATP1B4	0.880952380952381
ATP4A	0.880952380952381
BCAT2	0.880952380952381
BMP8B	0.880952380952381
CABP1	0.880952380952381
CCRL2	0.880952380952381
CD207	0.880952380952381
CHRNA4	0.880952380952381
COMMD4	0.880952380952381
CORT	0.880952380952381
COTL1	0.880952380952381
CRCP	0.880952380952381
CYP2C18	0.880952380952381
CYP2F1	0.880952380952381
DCHS2	0.880952380952381
DHRS12	0.880952380952381
DIO3	0.880952380952381
DIP2A	0.880952380952381
DPY19L2P2	0.880952380952381
DSTYK	0.880952380952381
DVL1	0.880952380952381
DZIP3	0.880952380952381
ELL	0.880952380952381
EMX1	0.880952380952381
ERVH-6	0.880952380952381
FAM89B	0.880952380952381
FGD1	0.880952380952381
FGF2	0.880952380952381
FOLH1B	0.880952380952381
FOXD3	0.880952380952381
FPGT-TNNI3K///TNNI3K	0.880952380952381
GABARAPL3	0.880952380952381
GPT	0.880952380952381
GSDMD	0.880952380952381
GSTZ1	0.880952380952381
HBBP1	0.880952380952381
HEYL	0.880952380952381
HOXD12	0.880952380952381
HRH2	0.880952380952381
HRK	0.880952380952381
HSD3B2	0.880952380952381
IGLV6-57	0.880952380952381
IL17A	0.880952380952381
IL22RA1	0.880952380952381
ISL1	0.880952380952381
KIR2DL5A	0.880952380952381
KRT17///JUP	0.880952380952381
LHX2	0.880952380952381
LILRA5	0.880952380952381
LINC01260	0.880952380952381
LINC01482	0.880952380952381
LOC101928589///TMEM164	0.880952380952381
LOC101930458///HERC2P3	0.880952380952381
LOC102724197///LOC100132705///GGT2///GGTLC1///GGTLC2///GGT3P///GGT1	0.880952380952381
LRFN4	0.880952380952381
MAGEA4	0.880952380952381
MIR622	0.880952380952381
MMRN2	0.880952380952381
MRPL28	0.880952380952381
OR2H2	0.880952380952381
OSGIN1	0.880952380952381
PCDHGA11///PCDHGC3	0.880952380952381
PRELID3A	0.880952380952381
PRELP	0.880952380952381
PRPSAP2	0.880952380952381
PTGER1	0.880952380952381
RANBP17	0.880952380952381
RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1F///RBMY1A1	0.880952380952381
SHC1	0.880952380952381
SIRT6	0.880952380952381
SLCO1A2	0.880952380952381
SOX10	0.880952380952381
SPEF1	0.880952380952381
SPG21	0.880952380952381
SYNE1	0.880952380952381
TAAR3	0.880952380952381
TAL1	0.880952380952381
TARP	0.880952380952381
TBC1D2B	0.880952380952381
TCF15	0.880952380952381
TCL6	0.880952380952381
TCP10	0.880952380952381
TCTA	0.880952380952381
TMEM183B///TMEM183A	0.880952380952381
TSPAN4	0.880952380952381
USP19	0.880952380952381
VPS33A	0.880952380952381
WRAP53	0.880952380952381
XRCC2	0.880952380952381
ZNF536	0.880952380952381
ZNF646	0.880952380952381
ABHD18	0.857142857142857
ADAMTS3	0.857142857142857
AP2S1	0.857142857142857
ATP1B2	0.857142857142857
BIN1	0.857142857142857
BLOC1S1-RDH5///RDH5	0.857142857142857
CALCA	0.857142857142857
CAPN6	0.857142857142857
CCDC81	0.857142857142857
CDX1	0.857142857142857
CEBPA-AS1	0.857142857142857
CLIC1P1	0.857142857142857
CST8	0.857142857142857
CTAG2	0.857142857142857
CYP2A6	0.857142857142857
DNAH3	0.857142857142857
DNASE1	0.857142857142857
DPY19L1	0.857142857142857
EXOC6B	0.857142857142857
EXOSC4	0.857142857142857
FAM134B	0.857142857142857
FNDC4	0.857142857142857
FOXN3-AS2	0.857142857142857
FUT5	0.857142857142857
GLB1L	0.857142857142857
GLE1	0.857142857142857
HIVEP2	0.857142857142857
IBSP	0.857142857142857
IGHV3-75	0.857142857142857
IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA2///IGHA1	0.857142857142857
IGHV5-78	0.857142857142857
IL18R1	0.857142857142857
INHBE	0.857142857142857
IPPK	0.857142857142857
IRGQ	0.857142857142857
KCNC4	0.857142857142857
KCTD17	0.857142857142857
KLF1	0.857142857142857
LCE2B	0.857142857142857
LCK	0.857142857142857
LILRB3	0.857142857142857
LINC01361	0.857142857142857
LMO1	0.857142857142857
LMO7	0.857142857142857
LYPD1	0.857142857142857
MCF2	0.857142857142857
MCM3AP	0.857142857142857
METTL10	0.857142857142857
NAGLU	0.857142857142857
NCAM1	0.857142857142857
NDUFS7	0.857142857142857
NPVF	0.857142857142857
NRG2	0.857142857142857
NSUN5P1	0.857142857142857
OPRM1	0.857142857142857
OSR2	0.857142857142857
P3H1	0.857142857142857
PAX6	0.857142857142857
PCLO	0.857142857142857
PIK3C3	0.857142857142857
PILRA	0.857142857142857
PRKAR2A	0.857142857142857
PRSS2///PRSS1	0.857142857142857
PTGER4P2-CDK2AP2P2	0.857142857142857
RBM17	0.857142857142857
RHD	0.857142857142857
RHO	0.857142857142857
RIMBP2	0.857142857142857
RLBP1	0.857142857142857
RNF128	0.857142857142857
RPE65	0.857142857142857
RRH	0.857142857142857
SATB1	0.857142857142857
SCN11A	0.857142857142857
SLC35C1	0.857142857142857
SLC4A4	0.857142857142857
SLC6A11	0.857142857142857
SNX5	0.857142857142857
SP3P	0.857142857142857
SPRR2C	0.857142857142857
SULT1B1	0.857142857142857
SYNDIG1	0.857142857142857
TM9SF1	0.857142857142857
TMEM158	0.857142857142857
TP53BP2	0.857142857142857
TPCN1	0.857142857142857
TRAIP	0.857142857142857
UGT2B17	0.857142857142857
UPK2	0.857142857142857
ZNF157	0.857142857142857
ABCA6	0.833333333333333
ABCB11	0.833333333333333
ABCD1	0.833333333333333
ADAM20	0.833333333333333
ADAM7	0.833333333333333
ADGB	0.833333333333333
AKR1B10	0.833333333333333
ATP10B	0.833333333333333
ATP2B2	0.833333333333333
BMP5	0.833333333333333
BNIP1	0.833333333333333
BPIFA1	0.833333333333333
BRCA1	0.833333333333333
C19ORF24	0.833333333333333
CACNA1E	0.833333333333333
CADM3-AS1	0.833333333333333
CAND1.11///AMPD3	0.833333333333333
CCT6B	0.833333333333333
CENPBD1P1	0.833333333333333
CENPC	0.833333333333333
CFHR5	0.833333333333333
CHAD	0.833333333333333
CLASP2	0.833333333333333
CPN1	0.833333333333333
CR1	0.833333333333333
CROCC	0.833333333333333
CSH2///CSH1	0.833333333333333
CYP11B2	0.833333333333333
CYP2C8	0.833333333333333
CYP3A4	0.833333333333333
DDX4	0.833333333333333
EFCAB2	0.833333333333333
EPHB6	0.833333333333333
EPX	0.833333333333333
ERLIN2	0.833333333333333
ESR1	0.833333333333333
FAM50B	0.833333333333333
FBP2	0.833333333333333
FECH	0.833333333333333
FGF5	0.833333333333333
FMO3	0.833333333333333
GAL	0.833333333333333
GALK1	0.833333333333333
GAMT	0.833333333333333
GJB3	0.833333333333333
GKN1	0.833333333333333
GNA11	0.833333333333333
GRIA4	0.833333333333333
GTPBP6	0.833333333333333
GYPA	0.833333333333333
HADHAP1	0.833333333333333
HAO1	0.833333333333333
HIF3A	0.833333333333333
HIGD2A	0.833333333333333
IFT46	0.833333333333333
IGH	0.833333333333333
IL4	0.833333333333333
IQCC	0.833333333333333
ITGA9	0.833333333333333
KCNH4	0.833333333333333
KIR2DS2	0.833333333333333
KIR3DL2///KIR3DL1	0.833333333333333
LENEP	0.833333333333333
LOC100652777///PLA2G10	0.833333333333333
LOC101928457	0.833333333333333
LOC101929550	0.833333333333333
LOC101930241///ARHGEF4	0.833333333333333
LOC105379655	0.833333333333333
LY6D	0.833333333333333
LY6G6F///LY6G6D	0.833333333333333
MECR	0.833333333333333
MFSD9	0.833333333333333
MIR6734///ELOVL1	0.833333333333333
MLNR	0.833333333333333
MRPS12	0.833333333333333
MST1L	0.833333333333333
MVB12B	0.833333333333333
MYOZ3	0.833333333333333
NABP2	0.833333333333333
NARFL	0.833333333333333
NAT8B	0.833333333333333
NDUFB7	0.833333333333333
NEURL1	0.833333333333333
NPRL2	0.833333333333333
NPY	0.833333333333333
NPY2R	0.833333333333333
NR5A2	0.833333333333333
OGFOD2	0.833333333333333
OPRPN	0.833333333333333
OR10H1	0.833333333333333
PCBP4	0.833333333333333
PF4V1	0.833333333333333
PGC	0.833333333333333
PLLP	0.833333333333333
PLXNA2	0.833333333333333
POPDC2///COX17	0.833333333333333
PRB4	0.833333333333333
PRDM11	0.833333333333333
PROC	0.833333333333333
PSG6	0.833333333333333
PTPRN2	0.833333333333333
RAD17	0.833333333333333
REEP4	0.833333333333333
REG1A	0.833333333333333
RNASE2	0.833333333333333
RNF17	0.833333333333333
SAG	0.833333333333333
SCG2	0.833333333333333
SFI1	0.833333333333333
SGCA	0.833333333333333
SH3GL3	0.833333333333333
SLC18A1	0.833333333333333
SLC22A7	0.833333333333333
SLC24A2	0.833333333333333
SMCHD1	0.833333333333333
SMCP	0.833333333333333
SMPD1	0.833333333333333
SMYD3	0.833333333333333
SOX5P1	0.833333333333333
SUPT3H	0.833333333333333
SYNGR4	0.833333333333333
SYT12	0.833333333333333
TAS2R10	0.833333333333333
TBC1D29	0.833333333333333
TBX6	0.833333333333333
TCF21	0.833333333333333
TCF7	0.833333333333333
TMEM8A	0.833333333333333
TP53AIP1	0.833333333333333
TP73-AS1	0.833333333333333
TTTY15	0.833333333333333
TUBD1	0.833333333333333
UGT1A3///UGT1A1///UGT1A9///UGT1A5///UGT1A8	0.833333333333333
UGT2A2///UGT2A1	0.833333333333333
UMPS	0.833333333333333
VENTXP1	0.833333333333333
WDR78	0.833333333333333
ACOT8	0.80952380952381
ADAM3B	0.80952380952381
ADAMTS13	0.80952380952381
ADAMTS6	0.80952380952381
ADCY1	0.80952380952381
ADCYAP1	0.80952380952381
AGPAT3	0.80952380952381
AGTR1	0.80952380952381
AKAP6	0.80952380952381
APRT	0.80952380952381
ART1	0.80952380952381
BMP15	0.80952380952381
BMX	0.80952380952381
BRF2	0.80952380952381
BRS3	0.80952380952381
BSN	0.80952380952381
C1ORF35	0.80952380952381
C1ORF68	0.80952380952381
CACFD1	0.80952380952381
CD6	0.80952380952381
CD86	0.80952380952381
CDH22	0.80952380952381
CELA3B	0.80952380952381
CEND1	0.80952380952381
CLDN15	0.80952380952381
COL11A2	0.80952380952381
COL4A6	0.80952380952381
COLEC10	0.80952380952381
COX5B	0.80952380952381
CRHR1	0.80952380952381
CRYBA2	0.80952380952381
CSK	0.80952380952381
CYP19A1	0.80952380952381
CYP4F12	0.80952380952381
DCTN4	0.80952380952381
DNAH17	0.80952380952381
DNAJC12	0.80952380952381
DPEP1	0.80952380952381
DPM3	0.80952380952381
EDN1	0.80952380952381
EPOR	0.80952380952381
ETV1	0.80952380952381
ETV2	0.80952380952381
FAM27B///FAM27C///FAM182B///FAM182A	0.80952380952381
FARS2	0.80952380952381
FOXG1	0.80952380952381
FOXP3	0.80952380952381
FRRS1L	0.80952380952381
FSHB	0.80952380952381
FZD5	0.80952380952381
GABBR2	0.80952380952381
GABRG3	0.80952380952381
GIT1	0.80952380952381
GLYAT	0.80952380952381
GNB5	0.80952380952381
GPR31	0.80952380952381
HAP1	0.80952380952381
HIST1H4D	0.80952380952381
HMX1	0.80952380952381
HNF1B	0.80952380952381
HSPA1L	0.80952380952381
HSPA2	0.80952380952381
HSPB8	0.80952380952381
IL23A	0.80952380952381
IL5RA	0.80952380952381
INPPL1	0.80952380952381
IZUMO4	0.80952380952381
KANK2	0.80952380952381
KHDRBS2	0.80952380952381
KIR2DS3	0.80952380952381
KIT	0.80952380952381
LAMA2	0.80952380952381
LAMB4	0.80952380952381
LGSN	0.80952380952381
LINC00302	0.80952380952381
LOC101060747///PDPK1	0.80952380952381
LOC644172///MAPK8IP1	0.80952380952381
LPAL2	0.80952380952381
MAN1B1	0.80952380952381
MIR124-1///LINC00599	0.80952380952381
MLXIPL	0.80952380952381
MMP25	0.80952380952381
MS4A12	0.80952380952381
MTNR1A	0.80952380952381
MUC5AC	0.80952380952381
MYBPC3	0.80952380952381
MYBPH	0.80952380952381
MYL2	0.80952380952381
NCLN	0.80952380952381
NELL1	0.80952380952381
NEUROD2	0.80952380952381
NFKBIL1	0.80952380952381
OGFR	0.80952380952381
OPHN1	0.80952380952381
ORAI2	0.80952380952381
PCSK1N	0.80952380952381
PDE4A	0.80952380952381
PDIA2	0.80952380952381
PDYN	0.80952380952381
PEX6	0.80952380952381
PGA4///PGA3///PGA5	0.80952380952381
PLEKHG6	0.80952380952381
PMP2	0.80952380952381
POU4F1	0.80952380952381
PPT2-EGFL8///EGFL8///PPT2	0.80952380952381
PRO2964	0.80952380952381
PSG11///PSG3	0.80952380952381
PTGES	0.80952380952381
PYGM	0.80952380952381
RAB38	0.80952380952381
RABGAP1L	0.80952380952381
RNF5	0.80952380952381
RPAP2	0.80952380952381
RPS6KB1	0.80952380952381
SARS2	0.80952380952381
SCN7A	0.80952380952381
SHMT1	0.80952380952381
SIRPB1	0.80952380952381
SKAP2///IGHG1	0.80952380952381
SLC1A4	0.80952380952381
SLC29A3	0.80952380952381
SMO	0.80952380952381
SNX6	0.80952380952381
SPTBN4	0.80952380952381
SRPK2	0.80952380952381
SSX2B///SSX2	0.80952380952381
ST8SIA2	0.80952380952381
TCP10L	0.80952380952381
TDRD12	0.80952380952381
TEN1-CDK3///CDK3	0.80952380952381
TFF3	0.80952380952381
THPO	0.80952380952381
THSD4	0.80952380952381
TM6SF2	0.80952380952381
TMEM259	0.80952380952381
TNFSF12-TNFSF13///TNFSF13	0.80952380952381
TRMO	0.80952380952381
TRPC2	0.80952380952381
TRPM1	0.80952380952381
UHRF1BP1L	0.80952380952381
UNC93B1	0.80952380952381
VASH1	0.80952380952381
ZNF136	0.80952380952381
ZSCAN9	0.80952380952381
A1CF	0.785714285714286
A4GALT	0.785714285714286
AAAS	0.785714285714286
ACOX2	0.785714285714286
ADAM18	0.785714285714286
AKAP10	0.785714285714286
ALDH3B1	0.785714285714286
AMACR	0.785714285714286
APOC4-APOC2///APOC4///APOC2	0.785714285714286
ARHGAP33	0.785714285714286
ARID3A	0.785714285714286
ATP8A1	0.785714285714286
AVPR1B	0.785714285714286
B3GALT5	0.785714285714286
BAAT	0.785714285714286
BLVRA	0.785714285714286
BRINP1	0.785714285714286
CACNA1I	0.785714285714286
CALB1	0.785714285714286
CDH15	0.785714285714286
CDHR1	0.785714285714286
CDKN2C	0.785714285714286
CFP	0.785714285714286
CHPT1	0.785714285714286
CLCN2	0.785714285714286
CLDN9	0.785714285714286
COG8///PDF	0.785714285714286
CSF1	0.785714285714286
CSRP3	0.785714285714286
CXCL5	0.785714285714286
DCAF15	0.785714285714286
DGKG	0.785714285714286
DIRAS2	0.785714285714286
DLX6	0.785714285714286
DMP1	0.785714285714286
DMRT1	0.785714285714286
DNPH1	0.785714285714286
DRD4	0.785714285714286
ELAVL4	0.785714285714286
EMC6	0.785714285714286
EN1	0.785714285714286
ENGASE	0.785714285714286
EZH1	0.785714285714286
FAIM	0.785714285714286
FETUB	0.785714285714286
FMO6P	0.785714285714286
FOLH1	0.785714285714286
GNB3	0.785714285714286
GNG13	0.785714285714286
GSC2	0.785714285714286
HBD	0.785714285714286
HLCS	0.785714285714286
HTR3B	0.785714285714286
IL10RB	0.785714285714286
IRF4	0.785714285714286
KALRN	0.785714285714286
KCNQ3	0.785714285714286
KCNV2	0.785714285714286
KLHL1	0.785714285714286
KNL1	0.785714285714286
L3MBTL1	0.785714285714286
LARP6	0.785714285714286
LDLRAD4	0.785714285714286
LINC00965	0.785714285714286
LOC100505874///MLLT10P1	0.785714285714286
LOC100996542///GRM7	0.785714285714286
LOC55338	0.785714285714286
LRRC3	0.785714285714286
LRRC37BP1	0.785714285714286
LRTM1	0.785714285714286
LY6H	0.785714285714286
MRPL4	0.785714285714286
MT1F	0.785714285714286
MYEF2	0.785714285714286
NIPSNAP3B	0.785714285714286
NKX2-1	0.785714285714286
NRG1	0.785714285714286
NUDT7	0.785714285714286
NXPE4	0.785714285714286
OMP	0.785714285714286
OR51E2	0.785714285714286
OVOL1	0.785714285714286
P4HTM	0.785714285714286
PARM1	0.785714285714286
PAX8	0.785714285714286
PDHA2	0.785714285714286
PDLIM2	0.785714285714286
PFKL	0.785714285714286
PHLPP2	0.785714285714286
PPP1R3C	0.785714285714286
PPP2R2B	0.785714285714286
PQBP1	0.785714285714286
PRAMEF2///PRAMEF1	0.785714285714286
PRKAR1B	0.785714285714286
PRKG2	0.785714285714286
RAB3B	0.785714285714286
RABGGTB	0.785714285714286
RASSF7	0.785714285714286
RASSF8	0.785714285714286
RAX	0.785714285714286
RBFOX1	0.785714285714286
REXO4	0.785714285714286
RFPL3	0.785714285714286
RGS14	0.785714285714286
RNH1	0.785714285714286
ROPN1B	0.785714285714286
SCAPER	0.785714285714286
SCGB1D1	0.785714285714286
SCNN1B	0.785714285714286
SEZ6L	0.785714285714286
SIGLEC5	0.785714285714286
SIX3	0.785714285714286
SLC3A2	0.785714285714286
SLC6A2	0.785714285714286
SMARCB1	0.785714285714286
SNAP29	0.785714285714286
SOX15	0.785714285714286
SREK1IP1	0.785714285714286
SSTR2	0.785714285714286
SSX1	0.785714285714286
TACC1	0.785714285714286
TBC1D17	0.785714285714286
TBXA2R	0.785714285714286
TECTA	0.785714285714286
TEX13A	0.785714285714286
THOC6	0.785714285714286
TP53TG5	0.785714285714286
TRAPPC2L	0.785714285714286
TTLL1	0.785714285714286
TUBB1	0.785714285714286
TYRP1	0.785714285714286
USP29	0.785714285714286
UTF1	0.785714285714286
VILL	0.785714285714286
WDR76	0.785714285714286
ZNF41	0.785714285714286
ABCB9	0.761904761904762
ABCG4	0.761904761904762
ACTC1	0.761904761904762
ACTN4	0.761904761904762
AGO4	0.761904761904762
ALOXE3	0.761904761904762
AMBP	0.761904761904762
AP1B1	0.761904761904762
ARR3	0.761904761904762
ARVCF	0.761904761904762
ATP6V0A2	0.761904761904762
AVPR2	0.761904761904762
BRMS1	0.761904761904762
C1ORF61	0.761904761904762
C6ORF10	0.761904761904762
CADM3	0.761904761904762
CAMKV	0.761904761904762
CAMTA1	0.761904761904762
CASC1	0.761904761904762
CBX8	0.761904761904762
CCHCR1	0.761904761904762
CCR2	0.761904761904762
CELA2A///CELA2B	0.761904761904762
CETN1	0.761904761904762
CHRNA9	0.761904761904762
CHRNB4	0.761904761904762
CKB	0.761904761904762
CLIP3	0.761904761904762
CNPY4	0.761904761904762
CNTN1	0.761904761904762
CPLX3	0.761904761904762
CRCT1	0.761904761904762
CYP26B1	0.761904761904762
CYP3A5	0.761904761904762
DEFA6	0.761904761904762
DLGAP1	0.761904761904762
DOC2A	0.761904761904762
DOLK	0.761904761904762
DUSP13	0.761904761904762
DUSP26	0.761904761904762
DUX1	0.761904761904762
DYNC2H1	0.761904761904762
DYRK1B	0.761904761904762
EPHA1	0.761904761904762
EYA3	0.761904761904762
F2RL3	0.761904761904762
FAM110B	0.761904761904762
FAM174B	0.761904761904762
FBXW7	0.761904761904762
FOLH1B///FOLH1	0.761904761904762
FOLR1	0.761904761904762
FURIN	0.761904761904762
FZR1	0.761904761904762
GALR3	0.761904761904762
GATA4	0.761904761904762
GBX1	0.761904761904762
GCOM1///POLR2M	0.761904761904762
GHSR	0.761904761904762
GIP	0.761904761904762
GPR153	0.761904761904762
GSG1	0.761904761904762
GSTT2	0.761904761904762
HHIPL2	0.761904761904762
HIST1H2AL	0.761904761904762
HIST1H4G	0.761904761904762
HKDC1	0.761904761904762
HMG20A	0.761904761904762
HPS4	0.761904761904762
HRH4	0.761904761904762
IL15	0.761904761904762
ITGA10	0.761904761904762
ITGB3	0.761904761904762
ITGB4	0.761904761904762
ITPKA	0.761904761904762
KCNJ14	0.761904761904762
KCNQ1	0.761904761904762
KIAA0754	0.761904761904762
KIR2DL1	0.761904761904762
KLHL24	0.761904761904762
KLK10	0.761904761904762
KLRC4	0.761904761904762
KRT16	0.761904761904762
LAG3	0.761904761904762
LDLR	0.761904761904762
LIPF	0.761904761904762
LMAN1L	0.761904761904762
LOC101930373///HYDIN2///HYDIN	0.761904761904762
LOC729164	0.761904761904762
LY96	0.761904761904762
MAGEA6///MAGEA3	0.761904761904762
MBD3	0.761904761904762
MCAT	0.761904761904762
MCPH1	0.761904761904762
MED6	0.761904761904762
MEPE	0.761904761904762
MFSD10	0.761904761904762
MTTP	0.761904761904762
MYO1E	0.761904761904762
NCR2	0.761904761904762
NFATC1	0.761904761904762
NOTCH1	0.761904761904762
NPPB	0.761904761904762
NRXN1	0.761904761904762
NSUN5	0.761904761904762
NUP205	0.761904761904762
OR5I1	0.761904761904762
OR7E24	0.761904761904762
PAK4	0.761904761904762
PCDHB8	0.761904761904762
PCP4	0.761904761904762
PDE10A	0.761904761904762
PDX1	0.761904761904762
PIK3R3	0.761904761904762
PKD2L2	0.761904761904762
PLA2G5	0.761904761904762
POTEKP	0.761904761904762
PPIL2	0.761904761904762
PRO1483	0.761904761904762
PROZ	0.761904761904762
PRPS1L1	0.761904761904762
PRR36	0.761904761904762
PRSS2	0.761904761904762
RAD54L	0.761904761904762
RARG	0.761904761904762
RFXAP	0.761904761904762
RGS13	0.761904761904762
RND2	0.761904761904762
RNF186	0.761904761904762
RNF39	0.761904761904762
ROBO3	0.761904761904762
S100A5	0.761904761904762
SAFB	0.761904761904762
SFTPA2///SFTPA1	0.761904761904762
SGK2	0.761904761904762
SHC3	0.761904761904762
SIGLEC6	0.761904761904762
SLC13A2	0.761904761904762
SLC16A8	0.761904761904762
SLIT1	0.761904761904762
SNCB	0.761904761904762
SNRNP40	0.761904761904762
SNX27	0.761904761904762
SOSTDC1	0.761904761904762
SOX2	0.761904761904762
ST8SIA5	0.761904761904762
STK38	0.761904761904762
STXBP6	0.761904761904762
SYP	0.761904761904762
TAF4B	0.761904761904762
TEF	0.761904761904762
TEX15	0.761904761904762
TFB1M	0.761904761904762
TMEM53	0.761904761904762
TNFSF9	0.761904761904762
TOM1	0.761904761904762
TPH1	0.761904761904762
TRNAU1AP	0.761904761904762
TSPOAP1	0.761904761904762
TUBGCP2	0.761904761904762
